Order ID,Order Date,Year,Month,Day,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit  Price,Total Sales,Profit %,Profit Amount,Payment Mode
12981,27-11-2024,2024,11,27,Yuvraj  Dass,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,2,8328,16656,10%,1665.6,UPI
14667,27-11-2024,2024,11,27,Anika Maharaj,East,Kolkata,Groceries,Oil,Oil Facere,1,7519,7519,5%,375.95,Debit Card
10544,27-11-2024,2024,11,27,Akarsh Chacko,North,Delhi,Kitchen,Cookware Set,Cookware Set Minus,1,8303,8303,5%,415.15,Net Banking
10617,27-11-2024,2024,11,27,Manjari Gera,East,Ranchi,Beauty,Lipstick,Lipstick Ab,4,7580,30320,20%,6064,Credit Card
10728,27-11-2024,2024,11,27,Nirvaan Dhillon,North,Chandigarh,Beauty,Shampoo,Shampoo Blanditiis,1,8612,8612,5%,430.6,Net Banking
10970,27-11-2024,2024,11,27,Indrajit Reddy,South,Coimbatore,Sports,Football,Football Aliquid,1,8925,8925,5%,446.25,UPI
11248,27-11-2024,2024,11,27,Abram Mani,North,Chandigarh,Sports,Football,Football Architecto,4,7744,30976,20%,6195.2,COD
12766,27-11-2024,2024,11,27,Vedika Thakur,East,Bhubaneswar,Groceries,Sugar,Sugar Quae,3,7688,23064,15%,3459.6,Net Banking
13148,27-11-2024,2024,11,27,Yasmin Sood,West,Pune,Sports,Dumbbells,Dumbbells Iusto,3,7499,22497,15%,3374.55,UPI
14553,27-11-2024,2024,11,27,Eshani Mann,East,Guwahati,Books,Textbook,Textbook Numquam,5,9665,48325,20%,9665,Credit Card
10709,28-11-2024,2024,11,28,Kanav Tak,South,Chennai,Groceries,Sugar,Sugar Reiciendis,1,9938,9938,5%,496.9,UPI
11100,28-11-2024,2024,11,28,Vivaan Verma,East,Bhubaneswar,Books,Non-Fiction,Non-Fiction Tempore,2,1661,3322,5%,166.1,COD
12236,28-11-2024,2024,11,28,Kaira Rajagopalan,East,Bhubaneswar,Kitchen,Refrigerator,Refrigerator Aut,2,3152,6304,5%,315.2,Net Banking
13906,28-11-2024,2024,11,28,Elakshi Kannan,South,Thiruvananthapuram,Home Decor,Wall Art,Wall Art Commodi,5,9225,46125,20%,9225,COD
14650,28-11-2024,2024,11,28,Riya Joshi,East,Patna,Clothing,Men's Wear,Men's Wear Quisquam,1,7999,7999,5%,399.95,COD
14686,28-11-2024,2024,11,28,Heer Solanki,North,Chandigarh,Electronics,Smartwatch,Smartwatch Mollitia,3,9847,29541,15%,4431.15,Net Banking
14819,28-11-2024,2024,11,28,Heer Tara,South,Hyderabad,Clothing,Shoes,Shoes Molestias,1,9883,9883,5%,494.15,Credit Card
14901,28-11-2024,2024,11,28,Shaan Yohannan,East,Kolkata,Home Decor,Cushion,Cushion Quod,3,7279,21837,15%,3275.55,UPI
10233,28-11-2024,2024,11,28,Adira Dar,South,Coimbatore,Home Decor,Clock,Clock Optio,4,7763,31052,20%,6210.4,UPI
11778,28-11-2024,2024,11,28,Nitya Amble,East,Bhubaneswar,Groceries,Spices,Spices Magni,3,7726,23178,15%,3476.7,Debit Card
13422,28-11-2024,2024,11,28,Sumer Contractor,West,Pune,Furniture,Cabinet,Cabinet Adipisci,3,8670,26010,15%,3901.5,Debit Card
13965,28-11-2024,2024,11,28,Navya Taneja,West,Pune,Electronics,Mobile,Mobile Aspernatur,3,1868,5604,5%,280.2,Credit Card
14284,28-11-2024,2024,11,28,Kartik Garg,South,Hyderabad,Electronics,Camera,Camera Quas,4,9573,38292,20%,7658.4,Credit Card
14906,28-11-2024,2024,11,28,Drishya Bawa,South,Coimbatore,Toys,Puzzle,Puzzle Tempora,5,9296,46480,20%,9296,COD
10874,29-11-2024,2024,11,29,Sara Warrior,West,Pune,Books,Fiction,Fiction Excepturi,3,7576,22728,15%,3409.2,Credit Card
12574,29-11-2024,2024,11,29,Nakul Raman,West,Surat,Sports,Football,Football Fugit,2,9570,19140,10%,1914,Debit Card
12588,29-11-2024,2024,11,29,Saira Dora,East,Bhubaneswar,Furniture,Bed,Bed Consectetur,4,7587,30348,20%,6069.6,Net Banking
13833,29-11-2024,2024,11,29,Arnav Golla,East,Kolkata,Sports,Football,Football Modi,5,7056,35280,20%,7056,Credit Card
13959,29-11-2024,2024,11,29,Inaaya  Ganesan,East,Bhubaneswar,Sports,Football,Football Modi,3,7056,21168,15%,3175.2,Net Banking
14665,29-11-2024,2024,11,29,Kiaan Yohannan,North,Delhi,Kitchen,Microwave,Microwave Provident,3,9472,28416,15%,4262.4,Credit Card
10451,29-11-2024,2024,11,29,Aniruddh Doctor,West,Ahmedabad,Clothing,Shoes,Shoes Hic,4,8802,35208,20%,7041.6,Credit Card
13636,29-11-2024,2024,11,29,Anya Jayaraman,North,Delhi,Kitchen,Juicer,Juicer Molestiae,5,9745,48725,20%,9745,Credit Card
14945,29-11-2024,2024,11,29,Veer Bhakta,North,Delhi,Groceries,Spices,Spices Perferendis,2,8575,17150,10%,1715,UPI
10114,30-11-2024,2024,11,30,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,3,9071,27213,15%,4081.95,COD
10696,30-11-2024,2024,11,30,Samarth Toor,North,Amritsar,Books,Non-Fiction,Non-Fiction Ut,2,7869,15738,10%,1573.8,Debit Card
11847,30-11-2024,2024,11,30,Myra Bhatt,East,Patna,Toys,Doll,Doll Labore,3,9632,28896,15%,4334.4,Net Banking
12388,30-11-2024,2024,11,30,Aradhya Lall,South,Bangalore,Clothing,Men's Wear,Men's Wear Ullam,5,9276,46380,20%,9276,UPI
12618,30-11-2024,2024,11,30,Ishaan Dewan,West,Goa,Toys,Board Game,Board Game Autem,3,8124,24372,15%,3655.8,UPI
13386,30-11-2024,2024,11,30,Vedika Hegde,South,Bangalore,Clothing,Shoes,Shoes Soluta,1,4515,4515,5%,225.75,UPI
13727,30-11-2024,2024,11,30,Aarush Dhingra,North,Delhi,Electronics,Mobile,Mobile Illo,3,9933,29799,15%,4469.85,UPI
13847,30-11-2024,2024,11,30,Aarna Walla,East,Ranchi,Sports,Tennis Racket,Tennis Racket Mollitia,2,7706,15412,10%,1541.2,Net Banking
14115,30-11-2024,2024,11,30,Pihu Das,East,Bhubaneswar,Home Decor,Cushion,Cushion Debitis,3,8046,24138,15%,3620.7,COD
14147,30-11-2024,2024,11,30,Dhanuk Gola,West,Goa,Sports,Yoga Mat,Yoga Mat Fugit,4,8888,35552,20%,7110.4,Debit Card
14456,30-11-2024,2024,11,30,Siya Mann,West,Goa,Furniture,Cabinet,Cabinet Ab,3,8716,26148,15%,3922.2,Debit Card
11150,30-11-2024,2024,11,30,Ahana  Chaudhry,North,Lucknow,Kitchen,Cookware Set,Cookware Set Aliquam,3,7034,21102,15%,3165.3,Debit Card
11463,30-11-2024,2024,11,30,Heer Dar,South,Coimbatore,Books,Comics,Comics Voluptates,1,7593,7593,5%,379.65,Credit Card
13178,30-11-2024,2024,11,30,Vaibhav Bora,East,Guwahati,Beauty,Perfume,Perfume Exercitationem,2,8645,17290,10%,1729,Debit Card
13825,30-11-2024,2024,11,30,Ivana Baral,South,Bangalore,Clothing,Shoes,Shoes Nemo,4,7553,30212,20%,6042.4,COD
14074,30-11-2024,2024,11,30,Chirag Kothari,East,Guwahati,Clothing,Accessories,Accessories Nihil,2,7183,14366,10%,1436.6,Net Banking
11569,01-12-2024,2024,12,1,Anika Lala,South,Coimbatore,Beauty,Perfume,Perfume Sequi,3,9600,28800,15%,4320,Debit Card
11570,01-12-2024,2024,12,1,Tara Sagar,West,Ahmedabad,Sports,Cricket Bat,Cricket Bat Aliquid,5,7839,39195,20%,7839,Net Banking
13305,01-12-2024,2024,12,1,Anvi Kapoor,North,Jaipur,Home Decor,Lamp,Lamp Dolorum,2,8723,17446,10%,1744.6,COD
13486,01-12-2024,2024,12,1,Hazel Chatterjee,North,Lucknow,Books,Comics,Comics Iusto,3,4994,14982,10%,1498.2,COD
14227,01-12-2024,2024,12,1,Misha Suri,East,Bhubaneswar,Groceries,Spices,Spices Nostrum,4,9125,36500,20%,7300,Net Banking
10218,01-12-2024,2024,12,1,Fateh Shroff,North,Delhi,Sports,Tennis Racket,Tennis Racket Rem,5,8706,43530,20%,8706,Net Banking
10704,01-12-2024,2024,12,1,Mehul Kuruvilla,West,Ahmedabad,Kitchen,Mixer Grinder,Mixer Grinder Eos,3,9064,27192,15%,4078.8,UPI
10865,01-12-2024,2024,12,1,Adah Tandon,East,Patna,Kitchen,Refrigerator,Refrigerator Reprehenderit,1,9869,9869,5%,493.45,UPI
11129,01-12-2024,2024,12,1,Anay Mander,North,Delhi,Clothing,Women's Wear,Women's Wear Quo,1,9650,9650,5%,482.5,COD
11513,01-12-2024,2024,12,1,Krish Chada,South,Chennai,Sports,Yoga Mat,Yoga Mat Ipsam,2,7725,15450,10%,1545,Debit Card
12728,01-12-2024,2024,12,1,Shaan Doshi,South,Bangalore,Clothing,Men's Wear,Men's Wear Modi,3,8172,24516,15%,3677.4,Net Banking
10183,02-12-2024,2024,12,2,Aaina Lalla,East,Ranchi,Home Decor,Lamp,Lamp Exercitationem,2,9781,19562,10%,1956.2,Net Banking
11379,02-12-2024,2024,12,2,Navya Deshpande,South,Chennai,Clothing,Accessories,Accessories Pariatur,5,9116,45580,20%,9116,Debit Card
12220,02-12-2024,2024,12,2,Saira Kant,North,Jaipur,Kitchen,Refrigerator,Refrigerator Adipisci,4,7209,28836,15%,4325.4,UPI
12544,02-12-2024,2024,12,2,Uthkarsh Lalla,North,Jaipur,Books,Comics,Comics Non,1,4534,4534,5%,226.7,Debit Card
12852,02-12-2024,2024,12,2,Kavya Korpal,East,Guwahati,Home Decor,Wall Art,Wall Art Enim,4,7683,30732,20%,6146.4,Credit Card
13044,02-12-2024,2024,12,2,Aayush Kakar,South,Thiruvananthapuram,Beauty,Foundation,Foundation Ad,1,8561,8561,5%,428.05,COD
13046,02-12-2024,2024,12,2,Lakshay Devan,North,Chandigarh,Books,Biography,Biography Laboriosam,3,8500,25500,15%,3825,Debit Card
14910,02-12-2024,2024,12,2,Piya Ram,South,Bangalore,Clothing,Men's Wear,Men's Wear Voluptatibus,5,9190,45950,20%,9190,UPI
10010,02-12-2024,2024,12,2,Lavanya Hayer,West,Goa,Kitchen,Juicer,Juicer Voluptatibus,2,7370,14740,10%,1474,UPI
10037,02-12-2024,2024,12,2,Prisha Gaba,West,Surat,Sports,Dumbbells,Dumbbells Quas,2,7349,14698,10%,1469.8,Credit Card
10124,02-12-2024,2024,12,2,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,3,7279,21837,15%,3275.55,Net Banking
11110,02-12-2024,2024,12,2,Darshit Barman,North,Lucknow,Books,Non-Fiction,Non-Fiction Molestiae,2,9972,19944,10%,1994.4,Credit Card
11326,02-12-2024,2024,12,2,Sahil Deshpande,South,Chennai,Groceries,Rice,Rice Officia,4,7884,31536,20%,6307.2,Credit Card
11681,02-12-2024,2024,12,2,Shanaya Sidhu,East,Bhubaneswar,Books,Comics,Comics Unde,3,8338,25014,15%,3752.1,Net Banking
11879,02-12-2024,2024,12,2,Drishya Cheema,South,Coimbatore,Groceries,Oil,Oil Debitis,1,7956,7956,5%,397.8,Debit Card
12321,02-12-2024,2024,12,2,Damini Grover,South,Hyderabad,Electronics,Headphones,Headphones Unde,3,9653,28959,15%,4343.85,Net Banking
12564,02-12-2024,2024,12,2,Raghav Kala,South,Thiruvananthapuram,Books,Textbook,Textbook Quam,5,8306,41530,20%,8306,Net Banking
10014,03-12-2024,2024,12,3,Amani Acharya,East,Patna,Clothing,Women's Wear,Women's Wear Optio,5,8777,43885,20%,8777,UPI
10577,03-12-2024,2024,12,3,Rati Bawa,North,Chandigarh,Furniture,Table,Table Excepturi,2,7505,15010,10%,1501,Debit Card
10671,03-12-2024,2024,12,3,Lagan Ram,West,Pune,Sports,Dumbbells,Dumbbells Cupiditate,4,8040,32160,20%,6432,Debit Card
12044,03-12-2024,2024,12,3,Khushi Guha,North,Chandigarh,Groceries,Rice,Rice Culpa,5,9431,47155,20%,9431,Net Banking
13118,03-12-2024,2024,12,3,Dhanuk Rao,South,Hyderabad,Groceries,Rice,Rice Porro,5,8163,40815,20%,8163,COD
13124,03-12-2024,2024,12,3,Yasmin Konda,South,Hyderabad,Electronics,Smartwatch,Smartwatch Accusamus,1,9538,9538,5%,476.9,COD
10647,03-12-2024,2024,12,3,Rhea Sabharwal,North,Jaipur,Toys,Action Figure,Action Figure Molestias,5,7337,36685,20%,7337,COD
11020,03-12-2024,2024,12,3,Elakshi Mall,East,Kolkata,Clothing,Shoes,Shoes Vitae,3,8714,26142,15%,3921.3,Debit Card
11181,03-12-2024,2024,12,3,Dharmajan Swaminathan,East,Bhubaneswar,Groceries,Wheat,Wheat Nam,5,9115,45575,20%,9115,Debit Card
11943,03-12-2024,2024,12,3,Keya Biswas,West,Mumbai,Beauty,Lipstick,Lipstick Eos,3,8960,26880,15%,4032,COD
12149,03-12-2024,2024,12,3,Jayan Bhakta,West,Pune,Sports,Cricket Bat,Cricket Bat Distinctio,3,9648,28944,15%,4341.6,Net Banking
12426,03-12-2024,2024,12,3,Saksham Goyal,North,Delhi,Books,Comics,Comics Quibusdam,1,7214,7214,5%,360.7,Net Banking
13785,03-12-2024,2024,12,3,Faiyaz Dasgupta,South,Hyderabad,Kitchen,Cookware Set,Cookware Set Laudantium,3,7353,22059,15%,3308.85,Debit Card
14105,03-12-2024,2024,12,3,Himmat Sandhu,North,Delhi,Sports,Dumbbells,Dumbbells Dolores,5,7344,36720,20%,7344,UPI
10189,04-12-2024,2024,12,4,Lakshay Kari,North,Chandigarh,Furniture,Chair,Chair Veniam,4,9451,37804,20%,7560.8,UPI
10685,04-12-2024,2024,12,4,Dhruv Sule,West,Mumbai,Sports,Football,Football Repellat,2,8550,17100,10%,1710,Credit Card
10895,04-12-2024,2024,12,4,Fateh Madan,West,Surat,Books,Textbook,Textbook Corporis,4,5565,22260,15%,3339,UPI
10973,04-12-2024,2024,12,4,Rati Dhar,West,Ahmedabad,Home Decor,Vase,Vase Debitis,4,9341,37364,20%,7472.8,Credit Card
11324,04-12-2024,2024,12,4,Shaan Brahmbhatt,East,Ranchi,Clothing,Women's Wear,Women's Wear Sequi,5,8412,42060,20%,8412,Debit Card
12050,04-12-2024,2024,12,4,Bhavin Chanda,West,Surat,Beauty,Face Cream,Face Cream Harum,5,7161,35805,20%,7161,Credit Card
14403,04-12-2024,2024,12,4,Urvi Amble,West,Goa,Sports,Yoga Mat,Yoga Mat Officia,5,7533,37665,20%,7533,Debit Card
11732,04-12-2024,2024,12,4,Samar Sant,North,Amritsar,Sports,Football,Football Qui,3,9780,29340,15%,4401,COD
11929,04-12-2024,2024,12,4,Farhan Bhatti,North,Lucknow,Books,Textbook,Textbook Dolore,1,8108,8108,5%,405.4,Credit Card
13736,04-12-2024,2024,12,4,Keya Saha,North,Delhi,Furniture,Cabinet,Cabinet Occaecati,3,8868,26604,15%,3990.6,Credit Card
14208,04-12-2024,2024,12,4,Faiyaz Thaman,East,Kolkata,Home Decor,Cushion,Cushion Temporibus,1,7153,7153,5%,357.65,UPI
14365,04-12-2024,2024,12,4,Jayesh Lall,North,Delhi,Home Decor,Wall Art,Wall Art Laborum,2,9867,19734,10%,1973.4,Net Banking
10057,05-12-2024,2024,12,5,Rhea Krishnamurthy,East,Patna,Home Decor,Wall Art,Wall Art Excepturi,4,9075,36300,20%,7260,Credit Card
10081,05-12-2024,2024,12,5,Jayan Lall,South,Coimbatore,Furniture,Cabinet,Cabinet Nobis,5,8774,43870,20%,8774,Debit Card
10142,05-12-2024,2024,12,5,Yuvraj  Bhardwaj,North,Delhi,Electronics,Mobile,Mobile Ea,3,9407,28221,15%,4233.15,COD
14758,05-12-2024,2024,12,5,Adah Balasubramanian,South,Hyderabad,Books,Non-Fiction,Non-Fiction Sed,4,9702,38808,20%,7761.6,Debit Card
14862,05-12-2024,2024,12,5,Emir Bhatt,North,Jaipur,Kitchen,Juicer,Juicer Modi,1,9028,9028,5%,451.4,UPI
10013,05-12-2024,2024,12,5,Anika Khanna,North,Chandigarh,Home Decor,Vase,Vase Ratione,1,9459,9459,5%,472.95,Credit Card
10823,05-12-2024,2024,12,5,Adira Contractor,North,Chandigarh,Sports,Yoga Mat,Yoga Mat Amet,2,1808,3616,5%,180.8,UPI
11857,05-12-2024,2024,12,5,Veer Sharaf,West,Ahmedabad,Electronics,Camera,Camera Et,1,9626,9626,5%,481.3,Debit Card
12262,05-12-2024,2024,12,5,Yuvraj  Varma,West,Mumbai,Sports,Football,Football Sit,2,8085,16170,10%,1617,Debit Card
12424,05-12-2024,2024,12,5,Fateh Rajagopal,East,Guwahati,Clothing,Kids Wear,Kids Wear Ab,4,7304,29216,15%,4382.4,Credit Card
12509,05-12-2024,2024,12,5,Vanya Saha,North,Amritsar,Groceries,Rice,Rice Hic,5,7448,37240,20%,7448,Credit Card
12804,05-12-2024,2024,12,5,Rohan Gole,South,Hyderabad,Books,Biography,Biography Repellat,3,8035,24105,15%,3615.75,Debit Card
13494,05-12-2024,2024,12,5,Tejas Sha,West,Mumbai,Furniture,Cabinet,Cabinet Illo,2,7842,15684,10%,1568.4,UPI
13512,05-12-2024,2024,12,5,Yashvi Choudhury,East,Ranchi,Electronics,Smartwatch,Smartwatch Tenetur,4,9987,39948,20%,7989.6,Credit Card
14414,05-12-2024,2024,12,5,Aniruddh Varghese,North,Amritsar,Furniture,Sofa,Sofa Explicabo,5,9196,45980,20%,9196,UPI
14698,05-12-2024,2024,12,5,Dhruv Guha,South,Chennai,Groceries,Wheat,Wheat Laborum,3,7562,22686,15%,3402.9,Credit Card
10313,06-12-2024,2024,12,6,Alia Bandi,East,Ranchi,Toys,Puzzle,Puzzle Veniam,1,7083,7083,5%,354.15,Net Banking
11666,06-12-2024,2024,12,6,Zara Bhat,South,Chennai,Clothing,Women's Wear,Women's Wear Officiis,1,8887,8887,5%,444.35,Net Banking
12000,06-12-2024,2024,12,6,Aayush Gill,West,Mumbai,Clothing,Kids Wear,Kids Wear Nemo,4,9267,37068,20%,7413.6,UPI
13956,06-12-2024,2024,12,6,Ira Rastogi,North,Amritsar,Furniture,Bed,Bed Officia,2,9700,19400,10%,1940,Debit Card
10992,06-12-2024,2024,12,6,Rati Bhatti,East,Guwahati,Groceries,Oil,Oil Exercitationem,4,9983,39932,20%,7986.4,Credit Card
11064,06-12-2024,2024,12,6,Kashvi Raja,East,Kolkata,Books,Textbook,Textbook Assumenda,3,8540,25620,15%,3843,COD
11233,06-12-2024,2024,12,6,Krish Ghosh,East,Guwahati,Sports,Cricket Bat,Cricket Bat Cumque,1,8157,8157,5%,407.85,UPI
12056,06-12-2024,2024,12,6,Ayesha Kar,East,Guwahati,Home Decor,Wall Art,Wall Art Sunt,4,4793,19172,10%,1917.2,Debit Card
12557,06-12-2024,2024,12,6,Nitara Kibe,West,Surat,Furniture,Table,Table In,1,7565,7565,5%,378.25,Debit Card
12808,06-12-2024,2024,12,6,Farhan Rajagopalan,West,Surat,Home Decor,Lamp,Lamp Enim,3,8835,26505,15%,3975.75,COD
13109,06-12-2024,2024,12,6,Aarna Chakrabarti,West,Goa,Clothing,Women's Wear,Women's Wear Inventore,4,8255,33020,20%,6604,COD
13276,06-12-2024,2024,12,6,Tushar Sachdev,North,Amritsar,Furniture,Bed,Bed Odit,1,7710,7710,5%,385.5,COD
13645,06-12-2024,2024,12,6,Azad Sunder,East,Kolkata,Home Decor,Vase,Vase Atque,3,8033,24099,15%,3614.85,Debit Card
14384,06-12-2024,2024,12,6,Neelofar Warrior,North,Jaipur,Kitchen,Cookware Set,Cookware Set Blanditiis,4,9850,39400,20%,7880,Net Banking
14393,06-12-2024,2024,12,6,Zoya Joshi,North,Delhi,Kitchen,Cookware Set,Cookware Set Dolor,4,7270,29080,15%,4362,Credit Card
11453,07-12-2024,2024,12,7,Piya Saha,East,Guwahati,Toys,Doll,Doll Ab,1,9678,9678,5%,483.9,Net Banking
11609,07-12-2024,2024,12,7,Kismat Jaggi,North,Lucknow,Furniture,Cabinet,Cabinet Explicabo,1,8839,8839,5%,441.95,Debit Card
11966,07-12-2024,2024,12,7,Umang Sood,West,Mumbai,Furniture,Sofa,Sofa Qui,4,9194,36776,20%,7355.2,Net Banking
11971,07-12-2024,2024,12,7,Keya Iyer,South,Bangalore,Clothing,Women's Wear,Women's Wear Asperiores,1,9116,9116,5%,455.8,UPI
12328,07-12-2024,2024,12,7,Jivin Choudhry,North,Lucknow,Home Decor,Cushion,Cushion Necessitatibus,3,7248,21744,15%,3261.6,Debit Card
14333,07-12-2024,2024,12,7,Nitara Dora,West,Mumbai,Clothing,Kids Wear,Kids Wear Porro,2,7162,14324,10%,1432.4,Debit Card
14420,07-12-2024,2024,12,7,Nishith Saxena,East,Bhubaneswar,Furniture,Chair,Chair Sequi,2,9623,19246,10%,1924.6,UPI
11316,07-12-2024,2024,12,7,Piya Rout,East,Kolkata,Groceries,Oil,Oil Illo,2,9718,19436,10%,1943.6,COD
13189,07-12-2024,2024,12,7,Dharmajan Ratti,West,Surat,Books,Textbook,Textbook Voluptates,4,9209,36836,20%,7367.2,Net Banking
14374,07-12-2024,2024,12,7,Onkar Bhasin,South,Hyderabad,Electronics,Laptop,Laptop Vel,3,9734,29202,15%,4380.3,Credit Card
14473,07-12-2024,2024,12,7,Elakshi Sama,East,Kolkata,Electronics,Laptop,Laptop Ducimus,2,8577,17154,10%,1715.4,COD
14684,07-12-2024,2024,12,7,Zoya Sami,West,Mumbai,Sports,Yoga Mat,Yoga Mat Aliquid,4,8500,34000,20%,6800,UPI
14848,07-12-2024,2024,12,7,Nirvi Walla,East,Patna,Beauty,Perfume,Perfume Sint,5,7485,37425,20%,7485,Credit Card
10934,08-12-2024,2024,12,8,Taran Singh,North,Delhi,Kitchen,Cookware Set,Cookware Set Praesentium,4,9525,38100,20%,7620,UPI
11949,08-12-2024,2024,12,8,Anya Karpe,North,Chandigarh,Kitchen,Cookware Set,Cookware Set Beatae,3,8397,25191,15%,3778.65,COD
12581,08-12-2024,2024,12,8,Taran Khare,West,Mumbai,Beauty,Lipstick,Lipstick Occaecati,4,6843,27372,15%,4105.8,Net Banking
13642,08-12-2024,2024,12,8,Ojas Sani,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Laboriosam,4,9436,37744,20%,7548.8,COD
13773,08-12-2024,2024,12,8,Sumer Dalal,North,Jaipur,Electronics,Laptop,Laptop Nisi,5,6420,32100,20%,6420,Credit Card
14030,08-12-2024,2024,12,8,Dhanuk Kakar,West,Surat,Books,Textbook,Textbook Enim,5,9755,48775,20%,9755,Debit Card
14041,08-12-2024,2024,12,8,Myra Bath,North,Lucknow,Furniture,Cabinet,Cabinet Saepe,1,9363,9363,5%,468.15,Debit Card
14167,08-12-2024,2024,12,8,Kismat Batra,North,Jaipur,Clothing,Shoes,Shoes Magnam,1,8690,8690,5%,434.5,Net Banking
10788,08-12-2024,2024,12,8,Shamik Grewal,East,Bhubaneswar,Toys,Board Game,Board Game Aut,5,9126,45630,20%,9126,Credit Card
11007,08-12-2024,2024,12,8,Eva Deshpande,South,Thiruvananthapuram,Groceries,Wheat,Wheat Magni,3,7813,23439,15%,3515.85,Credit Card
12999,08-12-2024,2024,12,8,Piya Wable,South,Chennai,Beauty,Shampoo,Shampoo Inventore,4,8352,33408,20%,6681.6,Credit Card
13039,08-12-2024,2024,12,8,Damini Hora,North,Chandigarh,Home Decor,Lamp,Lamp Praesentium,2,7068,14136,10%,1413.6,Credit Card
13097,08-12-2024,2024,12,8,Lagan Hans,East,Guwahati,Clothing,Men's Wear,Men's Wear Officia,4,7222,28888,15%,4333.2,UPI
14428,08-12-2024,2024,12,8,Tejas Bora,North,Lucknow,Books,Textbook,Textbook Omnis,5,3636,18180,10%,1818,Debit Card
14783,08-12-2024,2024,12,8,Zoya Bakshi,West,Goa,Kitchen,Microwave,Microwave Mollitia,5,9981,49905,20%,9981,Net Banking
10055,09-12-2024,2024,12,9,Biju Mannan,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Ea,2,8775,17550,10%,1755,Debit Card
13116,09-12-2024,2024,12,9,Samarth Wagle,West,Mumbai,Clothing,Women's Wear,Women's Wear Id,2,4780,9560,5%,478,UPI
14537,09-12-2024,2024,12,9,Mahika Kakar,East,Guwahati,Electronics,Smartwatch,Smartwatch Odit,4,8614,34456,20%,6891.2,UPI
10075,09-12-2024,2024,12,9,Neysa Ganguly,North,Amritsar,Toys,Action Figure,Action Figure Placeat,1,6022,6022,5%,301.1,Net Banking
10594,09-12-2024,2024,12,9,Ritvik Majumdar,South,Thiruvananthapuram,Toys,Doll,Doll Hic,4,9277,37108,20%,7421.6,Credit Card
10730,09-12-2024,2024,12,9,Jiya Dhar,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Asperiores,2,9075,18150,10%,1815,UPI
10826,09-12-2024,2024,12,9,Tanya Ramanathan,South,Bangalore,Kitchen,Microwave,Microwave Fuga,3,9188,27564,15%,4134.6,Debit Card
12177,09-12-2024,2024,12,9,Indrans Konda,East,Bhubaneswar,Home Decor,Wall Art,Wall Art Cum,5,8288,41440,20%,8288,Net Banking
12181,09-12-2024,2024,12,9,Nishith Tara,West,Surat,Books,Fiction,Fiction Perferendis,2,8225,16450,10%,1645,COD
13033,09-12-2024,2024,12,9,Vaibhav Singhal,South,Bangalore,Books,Textbook,Textbook Quo,1,9953,9953,5%,497.65,Credit Card
13122,09-12-2024,2024,12,9,Aarush Bains,East,Kolkata,Beauty,Lipstick,Lipstick Accusamus,5,7526,37630,20%,7526,Credit Card
13679,09-12-2024,2024,12,9,Anahita Arya,West,Ahmedabad,Home Decor,Lamp,Lamp Aperiam,5,7980,39900,20%,7980,Net Banking
13874,09-12-2024,2024,12,9,Azad Sathe,North,Amritsar,Beauty,Lipstick,Lipstick Laborum,4,7828,31312,20%,6262.4,COD
14305,09-12-2024,2024,12,9,Dishani Das,West,Goa,Electronics,Headphones,Headphones Laboriosam,2,603,1206,5%,60.3,Net Banking
14542,09-12-2024,2024,12,9,Keya Walia,North,Jaipur,Toys,Action Figure,Action Figure Velit,1,7495,7495,5%,374.75,COD
14662,09-12-2024,2024,12,9,Tarini Behl,South,Bangalore,Groceries,Sugar,Sugar At,2,7855,15710,10%,1571,COD
11274,10-12-2024,2024,12,10,Drishya Doshi,East,Bhubaneswar,Beauty,Perfume,Perfume Aspernatur,4,9724,38896,20%,7779.2,Credit Card
11383,10-12-2024,2024,12,10,Kimaya Mander,South,Coimbatore,Beauty,Lipstick,Lipstick Vitae,4,7508,30032,20%,6006.4,Debit Card
12109,10-12-2024,2024,12,10,Saanvi Dara,North,Chandigarh,Kitchen,Refrigerator,Refrigerator Exercitationem,5,9804,49020,20%,9804,Debit Card
12382,10-12-2024,2024,12,10,Rania Reddy,West,Mumbai,Sports,Football,Football Harum,4,7920,31680,20%,6336,Net Banking
12431,10-12-2024,2024,12,10,Krish Warrior,East,Ranchi,Books,Comics,Comics Tempora,5,9391,46955,20%,9391,Credit Card
13428,10-12-2024,2024,12,10,Nitara Srinivas,North,Jaipur,Books,Textbook,Textbook Beatae,5,9090,45450,20%,9090,Debit Card
10983,10-12-2024,2024,12,10,Tejas Ramachandran,South,Hyderabad,Toys,Puzzle,Puzzle In,3,1349,4047,5%,202.35,Net Banking
11756,10-12-2024,2024,12,10,Shanaya Sura,North,Jaipur,Electronics,Laptop,Laptop Reprehenderit,5,7490,37450,20%,7490,UPI
12203,10-12-2024,2024,12,10,Adira Choudhry,North,Jaipur,Kitchen,Cookware Set,Cookware Set Corporis,1,8281,8281,5%,414.05,Credit Card
